,UniProt ID,InChI Key,Parameter,Value,Unit,Database Source,Database Target ID,Database Ligand ID,Reference,Interaction_type
17915,P14600,DDMOCKJMEBSACV-BLVVELQRSA-N,IC50,63,nM,ChEMBL,CHEMBL4027,CHEMBL265573,7515443,1
17916,P41144,KVDBGDCILMZLFK-FVTGJFDSSA-N,IC50,380,nM,ChEMBL,CHEMBL3952,CHEMBL216940,8691442,1
17917,Q15761,KENQBAJESGJICP-UHFFFAOYSA-N,IC50,470,nM,ChEMBL,CHEMBL4561,CHEMBL367355,16002290,1
17918,P26684,ZVOHIMQGBZNYCM-QTXBERLJSA-M,IC50,17,nM,ChEMBL,CHEMBL4566,CHEMBL51030,9873432,1
17919,Q63931,LWLWLSWDXYMACR-PAMFSDIKSA-N,IC50,1000,nM,ChEMBL,CHEMBL3501,CHEMBL2112688,8831778,1
17920,O43613,WGMNUTPASQXMAP-ROUUACIJSA-N,IC50,30,nM,ChEMBL,CHEMBL5113,CHEMBL3985002,None,1
17921,P41145,XVAGHKGTXZFPHT-FHWLQOOXSA-N,IC50,6100,nM,ChEMBL,CHEMBL237,CHEMBL3707087,12502358,0
17922,P41144,KESWGPUNXUMNMF-OAQYLSRUSA-N,IC50,2.3,nM,ChEMBL,CHEMBL3952,CHEMBL97392,8071934,1
17923,O95977,AKHFFHDDAUYJKO-FPLPWBNLSA-N,IC50,962,nM,ChEMBL,CHEMBL3230,CHEMBL1361821,PubChem BioAssay data set,1
17924,P25103,POOPPNNSPMKABZ-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL249,CHEMBL141209,11784148,0
17925,O70528,SPXACGZWWVIDGR-SPZWACKZSA-N,IC50,4912,nM,ChEMBL,CHEMBL5017,CHEMBL1255837,DrugMatrix in vitro pharmacology data,0
17926,P32239,ARYXAMNDWNZMBO-KAYWLYCHSA-N,IC50,1,nM,ChEMBL,CHEMBL298,CHEMBL293490,"Bioorg. Med. Chem. Lett., (1995) 5:17:1933",1
17927,P08588,HONYGDGBHSDJFC-NDEPHWFRSA-N,IC50,8500,nM,ChEMBL,CHEMBL213,CHEMBL79806,10201841,0
17928,P13945,YDOTUXAWKBPQJW-NSLWYYNWSA-N,IC50,2496,nM,ChEMBL,CHEMBL246,CHEMBL1403281,DrugMatrix in vitro pharmacology data,0
17929,P25101,QYBAEPJHJXGPBW-UHFFFAOYSA-N,IC50,12,nM,ChEMBL,CHEMBL252,CHEMBL24015,11755336,1
17930,P41144,JOCGWOQFKXCOGL-RSHLLYCESA-N,IC50,1000,nM,ChEMBL,CHEMBL3952,CHEMBL575836,19576786,1
17931,P24530,BPTJMXBDLHQLJL-UHFFFAOYSA-N,IC50,>2500,nM,ChEMBL,CHEMBL1785,CHEMBL10911,9089328,0
17932,P28223,NFWRARMIHODAKJ-UHFFFAOYSA-N,IC50,704,nM,ChEMBL,CHEMBL224,CHEMBL1642128,21190848,1
17933,P33533,JDWABYMNXSUMMV-OJJQZRKESA-N,IC50,776.25,nM,ChEMBL,CHEMBL269,CHEMBL2402929,23822516,1
17934,P21731,YYVOCPXSWUYWAL-OAHLLOKOSA-N,IC50,8400,nM,ChEMBL,CHEMBL2069,CHEMBL383484,17300164,0
17935,O43613,DHHJDMIYQGEGBX-JKSUJKDBSA-N,IC50,2220,nM,ChEMBL,CHEMBL5113,CHEMBL3948876,None,0
17936,P43119,ZMBBKVGMOIMAPX-ODJFZNCDSA-N,IC50,4500,nM,ChEMBL,CHEMBL1995,CHEMBL420398,9357516,0
17937,P33535,FOTBBGPMLPJLQW-HRAFCDAUSA-N,IC50,225,nM,ChEMBL,CHEMBL270,CHEMBL572874,19576786,1
17938,P34969,QQGJOZLAJLPARG-UHFFFAOYSA-N,IC50,408,nM,ChEMBL,CHEMBL3155,CHEMBL1086756,20149649,1
17939,P35372,PLDUPXSUYLZYBN-UHFFFAOYSA-N,IC50,20745,nM,ChEMBL,CHEMBL233,CHEMBL726,DrugMatrix in vitro pharmacology data,0
17940,P37288,BVJZPAJDRJEDNQ-RUZDIDTESA-N,IC50,4630,nM,ChEMBL,CHEMBL1889,CHEMBL334777,14592501,0
17941,O43613,DGBMPKRZFCDWPY-UHFFFAOYSA-N,IC50,106.15,nM,ChEMBL,CHEMBL5113,CHEMBL1501678,PubChem BioAssay data set,1
17942,P24530,MHBBBDQTHOUULU-UHFFFAOYSA-N,IC50,11000,nM,ChEMBL,CHEMBL1785,CHEMBL311216,"Bioorg. Med. Chem. Lett., (1996) 6:20:2393",0
17943,P56481,KJDRECLCFOSTBP-UHFFFAOYSA-N,IC50,1,nM,ChEMBL,CHEMBL2854,CHEMBL9203,9544204,1
17944,P30551,YXTIUUVICVMNIF-NRFANRHFSA-N,IC50,3000,nM,ChEMBL,CHEMBL2871,CHEMBL169362,8632408,0
17945,Q99705,IRTFNVYFUVVXDO-UHFFFAOYSA-N,IC50,16,nM,ChEMBL,CHEMBL344,CHEMBL196581,16134937,1
17946,P29275,MVAHZZBJHMCLKH-UHFFFAOYSA-N,IC50,160,nM,ChEMBL,CHEMBL255,CHEMBL48681,11170626,1
17947,P28223,YECBIJXISLIIDS-UHFFFAOYSA-N,IC50,997,nM,ChEMBL,CHEMBL224,CHEMBL511,DrugMatrix in vitro pharmacology data,1
17948,P32300,KKPFQTRKARZYLE-YKEIYGJZSA-N,IC50,24,nM,ChEMBL,CHEMBL3222,CHEMBL218327,16686530,1
17949,O43613,LBSWXGJCSHWSJG-ROUUACIJSA-N,IC50,32,nM,ChEMBL,CHEMBL5113,CHEMBL3975071,None,1
17950,O95977,FYICUJZMVZVTIF-UHFFFAOYSA-N,IC50,524,nM,ChEMBL,CHEMBL3230,CHEMBL1543295,PubChem BioAssay data set,1
17951,P43115,ZGXUCMQIVLIZTA-DMPNSMEDSA-N,IC50,>10000,nM,ChEMBL,CHEMBL3710,CHEMBL289373,10915040,0
17952,P25101,VKVUQJMVRPZBIO-NOZRDPDXSA-N,IC50,450,nM,ChEMBL,CHEMBL252,CHEMBL369821,8632421,1
17953,P56481,XMDVFPVALIMTTG-PAYPNKQLSA-N,IC50,1500,nM,ChEMBL,CHEMBL2854,CHEMBL342520,9990454,0
17954,P28335,IURWVMMKDXJLTR-UHFFFAOYSA-N,IC50,457.09,nM,ChEMBL,CHEMBL225,CHEMBL63790,8642566,1
17955,P30551,LMUQHXHWJWQXSD-UHFFFAOYSA-N,IC50,11600,nM,ChEMBL,CHEMBL2871,CHEMBL352949,"Bioorg. Med. Chem. Lett., (1993) 3:5:875",0
17956,P28223,LGZBYUKKHXYCMF-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL224,CHEMBL3601046,26077492,0
17957,P21451,JZHLIUOZBXWYGJ-UHFFFAOYSA-N,IC50,500,nM,ChEMBL,CHEMBL4631,CHEMBL274383,7731010,1
17958,P07550,KQDYMBSCZWIPMB-DEOSSOPVSA-N,IC50,2000,nM,ChEMBL,CHEMBL210,CHEMBL164401,10201842,0
17959,P30872,DJTDUQMRMTXFRC-KDGQRRASSA-N,IC50,>10000,nM,ChEMBL,CHEMBL1917,CHEMBL3144284,15828816,0
17960,P35408,ULKXLZPONKIBOQ-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL1836,CHEMBL2386080,23721423,0
17961,P25103,FLNYLINBEZROPL-NSOVKSMOSA-N,IC50,0.4,nM,ChEMBL,CHEMBL249,CHEMBL16192,8627597,1
17962,Q63931,MAOQKQHUYPZBNR-ZMQUUFOHSA-N,IC50,130,nM,ChEMBL,CHEMBL3501,CHEMBL3144549,1375964,1
17963,P35367,BFCDFTHTSVTWOG-YLJYHZDGSA-N,IC50,5176.8,nM,ChEMBL,CHEMBL231,CHEMBL588119,DrugMatrix in vitro pharmacology data,0
17964,P25101,WTIMYTIFDDIBIP-DBKYNLIOSA-N,IC50,6100,nM,ChEMBL,CHEMBL252,CHEMBL431124,"Bioorg. Med. Chem. Lett., (1995) 5:14:1483",0
17965,P25101,NDHGXDPUEOMCNE-WDJPJFJCSA-N,IC50,21.3,nM,ChEMBL,CHEMBL252,CHEMBL266594,8676339,1
17966,O43614,XCQCUCGCJIZYMG-UHFFFAOYSA-N,IC50,14,nM,ChEMBL,CHEMBL4792,CHEMBL3338852,25248679,1
17967,P25103,YJJKIQVHZFHYRR-QHCPKHFHSA-N,IC50,138,nM,ChEMBL,CHEMBL249,CHEMBL280422,7513763,1
17968,P25101,XSBZKVKTYQWLQU-UHFFFAOYSA-N,IC50,452,nM,ChEMBL,CHEMBL252,CHEMBL177111,12617929,1
17969,P08913,DERZBLKQOCDDDZ-JLHYYAGUSA-N,IC50,444,nM,ChEMBL,CHEMBL1867,CHEMBL43064,DrugMatrix in vitro pharmacology data,1
17970,P61169,CRLRIFICOHQHTR-UHFFFAOYSA-N,IC50,1200,nM,ChEMBL,CHEMBL339,CHEMBL136334,7473566,0
17971,Q13258,ZNSZIDSFZCBJQV-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL4427,CHEMBL1933914,22119474,0
17972,P15823,GZUITABIAKMVPG-UHFFFAOYSA-N,IC50,2693,nM,ChEMBL,CHEMBL315,CHEMBL81,DrugMatrix in vitro pharmacology data,0
17973,O88410,DTBUEBKOQDXNFV-BXTJHSDWSA-N,IC50,2511.89,nM,ChEMBL,CHEMBL5200,CHEMBL465283,19014886,0
17974,P25025,GHCHPHCRNIWWIR-UHFFFAOYSA-N,IC50,58,nM,ChEMBL,CHEMBL2434,CHEMBL254516,18242983,1
17975,P10980,XIMUMNJKCQHNPP-UHFFFAOYSA-M,IC50,1800,nM,ChEMBL,CHEMBL309,CHEMBL28033,3385727,0
17976,P34995,YQYNOBUZBOFQFN-SFKLEDFFSA-N,IC50,>10000,nM,ChEMBL,CHEMBL1811,CHEMBL3966610,None,0
17977,P32239,HIDXDIXMVZDVNO-JOCHJYFZSA-N,IC50,270,nM,ChEMBL,CHEMBL298,CHEMBL319180,"Bioorg. Med. Chem. Lett., (1995) 5:24:3023",1
17978,P24530,WPRKCOQUOSJKQM-UHFFFAOYSA-N,IC50,1300,nM,ChEMBL,CHEMBL1785,CHEMBL157827,10098676,0
17979,P08483,IKTJYOBPKIOLOH-UHFFFAOYSA-N,IC50,1500,nM,ChEMBL,CHEMBL320,CHEMBL410928,2754696,0
17980,P08482,UQZMKKLWLSJBQB-UHFFFAOYSA-N,IC50,27,nM,ChEMBL,CHEMBL276,CHEMBL130807,1433209,1
17981,O43613,SLTIITHGCVLBFP-STQMWFEESA-N,IC50,57,nM,ChEMBL,CHEMBL5113,CHEMBL3956915,None,1
17982,P30551,PCHYMTHJLQQDLT-HLJLCZKJSA-N,IC50,>1000,nM,ChEMBL,CHEMBL2871,CHEMBL338656,11020292,1
17983,P08588,WSYSXRRMUFZVGL-MWLMUJSGSA-N,IC50,3000,nM,ChEMBL,CHEMBL213,CHEMBL124584,11212115,0
17984,O95136,GRBYKZJOZJYFPB-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL2955,CHEMBL421234,15177460,0
17985,Q63931,FIGISBJSOVEARM-CUPIEXAXSA-N,IC50,23,nM,ChEMBL,CHEMBL3501,CHEMBL100609,1700123,1
17986,P32239,KDFQABSFVYLGPM-QFIPXVFZSA-N,IC50,1.1,nM,ChEMBL,CHEMBL298,CHEMBL9387,2299627,1
17987,P41144,BOSMAOZGZNCESZ-FYYLOGMGSA-N,IC50,1000,nM,ChEMBL,CHEMBL3952,CHEMBL583921,19576786,1
17988,P08172,LOZFSJRXJHXNTK-UHFFFAOYSA-N,IC50,486.1,nM,ChEMBL,CHEMBL211,CHEMBL120972,9986705,1
17989,P08588,SJGUISZVACDXEL-PMERELPUSA-N,IC50,2500,nM,ChEMBL,CHEMBL213,CHEMBL83698,10201841,0
17990,P51677,JQAMPRHNZFBEDN-UHFFFAOYSA-N,IC50,2400,nM,ChEMBL,CHEMBL3473,CHEMBL341306,12166951,0
17991,P11229,ZGWVRJWWDJNRNP-UHFFFAOYSA-N,IC50,12903.4,nM,ChEMBL,CHEMBL216,CHEMBL58228,9873472,0
17992,P19327,NSJANYUTRNGXRW-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL273,CHEMBL416506,7783131,0
17993,P43115,OMWOJIWKUWHUTM-UHFFFAOYSA-N,IC50,<3162.28,nM,ChEMBL,CHEMBL3710,CHEMBL390188,17084082,0
17994,P41144,BOUSYECNGBAOLG-GOTACUBISA-N,IC50,1000,nM,ChEMBL,CHEMBL3952,CHEMBL573813,19576786,1
17995,P21731,QDVZOVQVLGNECE-PBKCRPDDSA-N,IC50,240,nM,ChEMBL,CHEMBL2069,CHEMBL82896,9357516,1
17996,P07550,PWNRWNDSJIDVON-LJAQVGFWSA-N,IC50,3000,nM,ChEMBL,CHEMBL210,CHEMBL312364,10201841,0
17997,O43613,HHOJQPPWOPIDQE-QWRGUYRKSA-N,IC50,776,nM,ChEMBL,CHEMBL5113,CHEMBL3926769,None,1
17998,P24530,KBZGUXPZOIBUME-UHFFFAOYSA-N,IC50,2300,nM,ChEMBL,CHEMBL1785,CHEMBL302974,10377221,0
17999,P25025,OEKBSTHRROXMTR-UHFFFAOYSA-N,IC50,14,nM,ChEMBL,CHEMBL2434,CHEMBL257829,18308567,1
18000,P10608,KLBQZWRITKRQQV-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL3754,CHEMBL479,2892936,0
18001,P20288,DUEPDEGQJUXNFY-UHFFFAOYSA-N,IC50,3000,nM,ChEMBL,CHEMBL3998,CHEMBL301060,7912735,0
18002,P29275,IPPJNUFPGUBGGY-UHFFFAOYSA-N,IC50,4,nM,ChEMBL,CHEMBL255,CHEMBL211813,16697192,1
18003,P32239,ZXQXVAABIPFAEA-FVFUGZIGSA-N,IC50,4700,nM,ChEMBL,CHEMBL298,CHEMBL294304,1375964,0
18004,P21453,VHUOHIXIFZFTDD-AIGDTVQASA-N,IC50,74,nM,ChEMBL,CHEMBL4333,CHEMBL2315817,23245510,1
18005,P32300,WIYUZYBFCWCCQJ-IFKAHUTRSA-N,IC50,459000,nM,ChEMBL,CHEMBL3222,CHEMBL567175,8021929,0
18006,P41145,PXWAOPCHLIOXQZ-UHFFFAOYSA-N,IC50,507,nM,ChEMBL,CHEMBL237,CHEMBL114280,11585443,1
18007,O14842,LDMHZAQFLWCKDT-UHFFFAOYSA-N,IC50,>100000,nM,ChEMBL,CHEMBL4422,CHEMBL3941880,27570890,0
18008,P30551,ROPMBNKPMSFMNA-NQDKFOQASA-N,IC50,1509,nM,ChEMBL,CHEMBL2871,CHEMBL139101,9438020,0
18009,P35462,IEANVAFYLZJSPC-NSCUHMNNSA-N,IC50,6.7,nM,ChEMBL,CHEMBL234,CHEMBL398175,17672446,1
18010,P61073,WVLHHLRVNDMIAR-IBGZPJMESA-N,IC50,30,nM,ChEMBL,CHEMBL2107,CHEMBL518924,24936240,1
18011,P34972,WFJFNLUJCRIUNK-HTAPYJJXSA-N,IC50,2960,nM,ChEMBL,CHEMBL253,CHEMBL558535,19596576,0
18012,P35351,KDMXTHPIIMPHJG-UHFFFAOYSA-N,IC50,1500,nM,ChEMBL,CHEMBL257,CHEMBL94355,8064808,0
18013,P43140,RWVUEZAROXKXRT-VQLSFVLHSA-N,IC50,3337,nM,ChEMBL,CHEMBL319,CHEMBL1909065,DrugMatrix in vitro pharmacology data,0
18014,O43613,VVTLUCANNQJJLA-GOSISDBHSA-N,IC50,14,nM,ChEMBL,CHEMBL5113,CHEMBL3890222,None,1
18015,P35463,ABGOGTPZZDQRQT-UHFFFAOYSA-N,IC50,4500,nM,ChEMBL,CHEMBL3949,CHEMBL96847,"Bioorg. Med. Chem. Lett., (1997) 7:3:275",0
18016,P50391,KOGZUICFSKKHFC-UHFFFAOYSA-N,IC50,>30000,nM,ChEMBL,CHEMBL4877,CHEMBL82374,15109631,0
18017,Q13258,PVCHZSUUQQWRNF-UHFFFAOYSA-N,IC50,4100,nM,ChEMBL,CHEMBL4427,CHEMBL2386078,23721423,0
18018,P28335,DZKFKYARPPSLED-UHFFFAOYSA-N,IC50,60,nM,ChEMBL,CHEMBL225,CHEMBL59741,9622542,1
18019,P30542,FHNRQFQBRJWCQY-UHFFFAOYSA-N,IC50,205,nM,ChEMBL,CHEMBL226,CHEMBL210969,16697192,1
18020,P61169,GUJRSXAPGDDABA-NSHDSACASA-N,IC50,1570,nM,ChEMBL,CHEMBL339,CHEMBL22242,7901417,0
18021,O43614,MDUDGDCORVMJGD-UHFFFAOYSA-N,IC50,6160,nM,ChEMBL,CHEMBL4792,CHEMBL3981448,None,0
18022,P56718,GQCLNKPNLVDVKR-SJLPKXTDSA-N,IC50,>10000,nM,ChEMBL,CHEMBL1075232,CHEMBL3642119,None,0
18023,Q13258,SDLQZKJKHCYBOV-CWORAHIDSA-N,IC50,8.5,nM,ChEMBL,CHEMBL4427,CHEMBL82489,12773047,1
18024,P07550,JLGFGRUIACKCGA-LJAQVGFWSA-N,IC50,3000,nM,ChEMBL,CHEMBL210,CHEMBL34441,10888325,0
18025,P08482,YSCXRRGPFXTFLP-UHFFFAOYSA-M,IC50,530,nM,ChEMBL,CHEMBL276,CHEMBL26932,3385727,1
18026,P34976,SLDCMEISYKBOIQ-UHFFFAOYSA-N,IC50,8.2,nM,ChEMBL,CHEMBL3948,CHEMBL135345,8277506,1
18027,P35372,UNJYQCNNMVPFQL-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL233,CHEMBL15462,12643930,0
18028,P30560,YADBBXNZWAKUJI-UHFFFAOYSA-N,IC50,1400,nM,ChEMBL,CHEMBL2868,CHEMBL331164,8784453,0
18029,P14416,UJKGBCQEPVZELY-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL217,CHEMBL1222364,20655748,0
18030,P41144,ANCAEOVGXHOSET-KUGOCAJQSA-N,IC50,670,nM,ChEMBL,CHEMBL3952,CHEMBL553991,2542556,1
18031,Q8TDU6,TUGHCMGSFGUECE-UHFFFAOYSA-N,IC50,44,nM,ChEMBL,CHEMBL5409,CHEMBL1258758,20801037,1
18032,P28335,YHODSIBRMIUXTB-UHFFFAOYSA-N,IC50,1454,nM,ChEMBL,CHEMBL225,CHEMBL3216290,21823597,0
18033,Q75Z89,UOPMUBWAOQBXJF-UHFFFAOYSA-N,IC50,1778.28,nM,ChEMBL,CHEMBL3446,CHEMBL68390,8642566,0
18034,O43613,OREIPZHDUFKPTP-LJQANCHMSA-N,IC50,4,nM,ChEMBL,CHEMBL5113,CHEMBL3919273,None,1
18035,P21731,KSSMIJUMUAANAX-DZGCQCFKSA-N,IC50,19400,nM,ChEMBL,CHEMBL2069,CHEMBL1290413,21036609,0
18036,P29274,AFOAUYNWESKTRA-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL251,CHEMBL123669,15203160,0
18037,P08588,ULLVAYMMOWPMRM-PMERELPUSA-N,IC50,2400,nM,ChEMBL,CHEMBL213,CHEMBL289689,10915043,0
18038,P41143,UFEMXZMKVJURRG-QBGQUKIHSA-N,IC50,3890.45,nM,ChEMBL,CHEMBL236,CHEMBL3754645,26712115,0
18039,P35463,WESUKUIFGNEJJQ-UHFFFAOYSA-N,IC50,10000,nM,ChEMBL,CHEMBL3949,CHEMBL64340,11985472,0
18040,P34972,VYXIQOKGCRKRTK-UHFFFAOYSA-N,IC50,>5000,nM,ChEMBL,CHEMBL253,CHEMBL2153764,22959249,0
18041,P61169,ACBCMYMOZJAEDD-NXVVXOECSA-N,IC50,150,nM,ChEMBL,CHEMBL339,CHEMBL39483,"Bioorg. Med. Chem. Lett., (1997) 7:12:1525",1
18042,Q15761,HEZGTATZCDHJOU-UHFFFAOYSA-N,IC50,2.7,nM,ChEMBL,CHEMBL4561,CHEMBL496327,18723347,1
18043,P56481,OSTNHMODDQIWKV-UHFFFAOYSA-N,IC50,5000,nM,ChEMBL,CHEMBL2854,CHEMBL31090,"Bioorg. Med. Chem. Lett., (1996) 6:13:1421",0
18044,P21451,MNCHXABXDSNNQG-HCTUGONBSA-N,IC50,780,nM,ChEMBL,CHEMBL4631,CHEMBL2369713,"Bioorg. Med. Chem. Lett., (1995) 5:9:967",1
18045,P43140,PNJBDZLOVISXIH-UHFFFAOYSA-N,IC50,190,nM,ChEMBL,CHEMBL319,CHEMBL355917,1336054,1
18046,P43088,SOONLSMFDWIFKR-UHFFFAOYSA-N,IC50,600,nM,ChEMBL,CHEMBL1987,CHEMBL1081186,19836233,1
18047,Q9Y5Y4,WYTXJLWGOIYXTG-UHFFFAOYSA-N,IC50,8,nM,ChEMBL,CHEMBL5071,CHEMBL2048204,22726929,1
18048,P25103,VBUOSAKACWCALS-IOOJMYGHSA-N,IC50,0.75,nM,ChEMBL,CHEMBL249,CHEMBL2402572,23808489,1
18049,P25101,WXIDXBSXUCQMKX-KUIIPSLPSA-N,IC50,21,nM,ChEMBL,CHEMBL252,CHEMBL433349,7636842,1
18050,P32239,UUOABMMWVXIMCN-CUPIEXAXSA-N,IC50,3000,nM,ChEMBL,CHEMBL298,CHEMBL3142696,1716682,0
18051,P25021,UEQUQVLFIPOEMF-UHFFFAOYSA-N,IC50,1008,nM,ChEMBL,CHEMBL1941,CHEMBL6437,DrugMatrix in vitro pharmacology data,0
18052,P21917,GNLAUOZRIHVBBM-UHFFFAOYSA-N,IC50,3942,nM,ChEMBL,CHEMBL219,CHEMBL3216758,21823597,0
18053,P08908,IOZJZCVAWDDUQC-UHFFFAOYSA-N,IC50,394.8,nM,ChEMBL,CHEMBL214,CHEMBL2393243,23537943,1
18054,Q28838,HPGJAAUNPHKECF-UHFFFAOYSA-N,IC50,1000,nM,ChEMBL,CHEMBL4744,CHEMBL54089,7912735,1
18055,P32238,JRSRZYFBWXHHNX-GSDHBNRESA-N,IC50,20860,nM,ChEMBL,CHEMBL1901,CHEMBL332261,16033264,0
18056,P18130,QPVJRLOTNHJYTL-UHFFFAOYSA-N,IC50,100000,nM,ChEMBL,CHEMBL4892,CHEMBL27995,7912735,0
18057,P26684,LKBRIPNKLIPOEQ-QSEAXJEQSA-N,IC50,5.2,nM,ChEMBL,CHEMBL4566,CHEMBL320763,9703472,1
18058,P21451,JSGRPPGXQMIRRM-MKZJQENTSA-N,IC50,4000,nM,ChEMBL,CHEMBL4631,CHEMBL315047,1324321,0
18059,P18901,LODGIKWNLDQZBM-LBPRGKRZSA-N,IC50,740,nM,ChEMBL,CHEMBL265,CHEMBL157912,17228858,1
18060,O43613,AWBMJFFFGIRXKG-HOCLYGCPSA-N,IC50,308,nM,ChEMBL,CHEMBL5113,CHEMBL3903196,None,1
18061,O43614,WRMUZKBAXLSEAP-UHFFFAOYSA-N,IC50,2686,nM,ChEMBL,CHEMBL4792,CHEMBL489284,19199652,0
18062,P19327,WBSQSZXEXGMKDF-UHFFFAOYSA-N,IC50,1860,nM,ChEMBL,CHEMBL273,CHEMBL2158726,22386241,0
18063,P28223,GZUITABIAKMVPG-UHFFFAOYSA-N,IC50,1450,nM,ChEMBL,CHEMBL224,CHEMBL81,DrugMatrix in vitro pharmacology data,0
18064,O08786,BAERKTIXPZLGLW-MHDHXZMLSA-N,IC50,64,nM,ChEMBL,CHEMBL2798,CHEMBL169174,"Bioorg. Med. Chem. Lett., (1994) 4:7:867",1
18065,P18089,DHUATBAZHILHIC-MRXNPFEDSA-N,IC50,770,nM,ChEMBL,CHEMBL1942,CHEMBL461571,18701276,1
18066,Q63931,HEURYSWBWQAXDP-CUPIEXAXSA-N,IC50,14.3,nM,ChEMBL,CHEMBL3501,CHEMBL434674,8126703,1
18067,P18901,ZVYYLBROTSFWHI-NVXWUHKLSA-N,IC50,5550,nM,ChEMBL,CHEMBL265,CHEMBL113053,7830274,0
18068,P30518,MOMPUOVKLQCIDO-UHFFFAOYSA-N,IC50,>100000,nM,ChEMBL,CHEMBL1790,CHEMBL1684574,21353540,0
18069,P25099,DYRMMPOPBIMKBZ-UHFFFAOYSA-N,IC50,85113803820.2,nM,ChEMBL,CHEMBL318,CHEMBL11163,2991519,0
18070,Q9Y5Y4,VXAZUHZNPMCSLD-UHFFFAOYSA-N,IC50,70,nM,ChEMBL,CHEMBL5071,CHEMBL2386075,23721423,1
18071,P13945,GKIRPKYJQBWNGO-OCEACIFDSA-N,IC50,5673,nM,ChEMBL,CHEMBL246,CHEMBL954,DrugMatrix in vitro pharmacology data,0
18072,Q95136,ZEVJZQFRPPUZBU-UHFFFAOYSA-N,IC50,38300,nM,ChEMBL,CHEMBL2967,CHEMBL334498,8863806,0
18073,P41597,LRAMPPKCUBOSQB-UHFFFAOYSA-N,IC50,>10000,nM,ChEMBL,CHEMBL4015,CHEMBL556798,16821774,0
18074,P08908,SUXLVXOMPKZBOV-CXAGYDPISA-N,IC50,3,nM,ChEMBL,CHEMBL214,CHEMBL21343,19783143,1
18075,P25101,MLYKYTSBWJXONL-NSCUHMNNSA-N,IC50,73,nM,ChEMBL,CHEMBL252,CHEMBL176675,"Bioorg. Med. Chem. Lett., (1997) 7:7:939",1
18076,P33535,WNLAEJMYTMOPKR-PFPYMUTBSA-N,IC50,>1000,nM,ChEMBL,CHEMBL270,CHEMBL573085,19576786,1
18077,Q9H228,QGDUQFMYMKUVHT-UHFFFAOYSA-N,IC50,16,nM,ChEMBL,CHEMBL2274,CHEMBL225575,15615513,1
18078,O43614,MKNNWVHPBTUYHG-UHFFFAOYSA-N,IC50,>50000,nM,ChEMBL,CHEMBL4792,CHEMBL1714024,PubChem BioAssay data set,0
18079,P35367,WUZYKBABMWJHDL-UHFFFAOYSA-N,IC50,3.9,nM,ChEMBL,CHEMBL231,CHEMBL91397,16220969,1
18080,Q99500,CCKXTEGCXIXMQR-UHFFFAOYSA-N,IC50,>10,nM,ChEMBL,CHEMBL3892,CHEMBL196149,24900286,1
18081,P19327,ASXGJMSKWNBENU-UHFFFAOYSA-N,IC50,8.06,nM,ChEMBL,CHEMBL273,CHEMBL56,"Bioorg. Med. Chem. Lett., (1997) 7:22:2857",1
18082,P08912,JAGXFYHNAMPDLO-UHFFFAOYSA-N,IC50,499.7,nM,ChEMBL,CHEMBL2035,CHEMBL121299,9986705,1
18083,P35463,LBXKUIKQLKHQMH-UHFFFAOYSA-N,IC50,>100000,nM,ChEMBL,CHEMBL3949,CHEMBL328311,"Bioorg. Med. Chem. Lett., (1997) 7:3:275",0
18084,P32239,OIVTVLWHNZZBJN-UHFFFAOYSA-N,IC50,1600,nM,ChEMBL,CHEMBL298,CHEMBL303227,2848124,0
18085,P21554,NMHBCKSEEDBPJP-LEWJYISDSA-N,IC50,4,nM,ChEMBL,CHEMBL218,CHEMBL490026,19320488,1
18086,P25025,SQFYVRWKCFGHHV-UHFFFAOYSA-N,IC50,29,nM,ChEMBL,CHEMBL2434,CHEMBL221039,16934456,1
18087,Q9Y5Y4,GEZZLXQCQXBMNF-UHFFFAOYSA-N,IC50,340,nM,ChEMBL,CHEMBL5071,CHEMBL2385898,23721423,1
18088,P28223,CWYJMCYDDSRPBB-UHFFFAOYSA-N,IC50,>1000,nM,ChEMBL,CHEMBL224,CHEMBL2376491,23542166,1
18089,P29371,BKFSYSKVGGJRTB-VWLOTQADSA-N,IC50,>5000,nM,ChEMBL,CHEMBL4429,CHEMBL278351,7513763,0
18090,P41145,VGBOISIRCIDEGP-UHFFFAOYSA-N,IC50,2150,nM,ChEMBL,CHEMBL237,CHEMBL117537,11585444,0
18091,P28335,IRTFNVYFUVVXDO-UHFFFAOYSA-N,IC50,4000,nM,ChEMBL,CHEMBL225,CHEMBL196581,16134937,0
18092,P61169,CANPFCFJURGKAX-JTQLQIEISA-N,IC50,1.2,nM,ChEMBL,CHEMBL339,CHEMBL267723,14592497,1
